Time,PM10 std,PM25 std,PM 100 std,Temperature,Gas,Pressure,Altitude,Relative Humidity
1676506549,0,1,1,25.1676953125,45732,1012.2751716574319,8.119275482028748,16.295849208949974
1676506550,0,1,1,25.172578125,45832,1012.281956064862,8.062746765270715,16.29113619448027
1676506551,0,0,0,25.1657421875,45832,1012.2854931560952,8.033275303670077,16.280882376327877
1676506552,0,0,0,25.169453125,45982,1012.2885225652988,8.00803397494378,16.29098024179919
1676506553,0,0,0,25.174140625,46032,1012.2812455576671,8.068666805132416,16.296170949039023
1676506553,0,1,1,25.1661328125,45982,1012.2758821269395,8.113355727424064,16.290814547525137
1676506554,0,2,2,25.1704296875,46083,1012.2730707119849,8.136780941915218,16.295985702160703
1676506555,0,2,2,25.1755078125,46234,1012.2750494775943,8.120293505867027,16.29128240463577
1676506556,0,1,1,25.1684765625,46133,1012.2731012441748,8.136526541940244,16.281018754814347
1676506557,0,0,0,25.1719921875,46336,1012.2775057484947,8.099827444927122,16.29110695297372
1676506558,0,0,0,25.1778515625,46285,1012.280844444265,8.072008936502485,16.28644276395982
1676506559,0,0,0,25.1704296875,46285,1012.2816466046231,8.065325228473066,16.28111617034909
1676506560,0,0,0,25.1735546875,46541,1012.2802256092323,8.077165156182431,16.276315916126407
1676506560,0,0,0,25.17765625,46439,1012.2805044628253,8.074841708890709,16.281476624711058
1676506561,0,0,0,25.169453125,46593,1012.2816618598221,8.065198120145805,16.271155543195867
1676506562,0,0,0,25.172578125,46696,1012.2768105116781,8.105620270558171,16.261400181023248
1676506563,0,1,1,25.17609375,46852,1012.2794998065017,8.083212648874857,16.266530858248416
1676506564,0,1,1,25.167890625,46748,1012.2720812975838,8.145024932993177,16.26612203844263
1676506565,0,1,1,25.171015625,46904,1012.2740906568771,8.128282571744712,16.27123343357409
1676506566,0,1,1,25.17453125,46957,1012.2716343866867,8.1487486826735,16.261497493953172
1676506566,0,1,1,25.1661328125,46800,1012.2724517932515,8.14193789106764,16.266034438651236
1676506567,0,1,1,25.1688671875,47035,1012.2772115572437,8.102278693633053,16.266170705672476
1676506568,0,1,1,25.1723828125,47088,1012.2799008972918,8.07987070231649,16.261390449836934
1676506569,0,1,1,25.163203125,47140,1012.2827884863264,8.055810923888272,16.270843994103576
1676506570,0,1,1,25.1653515625,47167,1012.2762373562919,8.110395896387399,16.261040140047715
1676506571,0,1,1,25.1684765625,47353,1012.2782467637841,8.093653189198358,16.271106862340208
1676506572,0,1,1,25.160078125,47246,1012.2773486970833,8.101136022414654,16.26573271806576
1676506573,0,1,1,25.1637890625,47353,1012.2820932868576,8.061603413855085,16.270873200986752
1676506573,0,1,1,25.1669140625,47540,1012.289248249323,8.001987514964444,16.27598479134259
1676506574,0,1,1,25.1579296875,47353,1012.285614864423,8.032261217003692,16.280492744480835
1676506575,0,1,1,25.16046875,47513,1012.2866044310238,8.024016047025803,16.280619371423228
1676506576,0,1,1,25.16515625,47621,1012.2879035247797,8.013191875085813,16.285809376382602
1676506577,0,1,1,25.1567578125,47621,1012.285290068304,8.03496745285831,16.280434302383508
1676506578,0,1,1,25.1591015625,47729,1012.2893699532182,8.000973468276367,16.285507328131843
1676506579,0,1,1,25.1630078125,47783,1012.2841636582193,8.044352827098164,16.28074600164731
1676506579,0,1,1,25.1544140625,47729,1012.2812101891378,8.06896150048127,16.27536155850999
1676506580,0,1,1,25.1583203125,47783,1012.2828645511294,8.05517714251318,16.280512225335297
1676506581,0,1,1,25.1614453125,48002,1012.2797286036199,8.081306278014987,16.28562424782109
1676506582,0,1,1,25.15265625,47920,1012.281580545781,8.065875639468603,16.28022976054804
1676506583,0,1,1,25.1563671875,48002,1012.2794646645073,8.0835054571127,16.2903272439678
1676506584,0,1,1,25.1606640625,48194,1012.276653504379,8.106928481222699,16.30045505132884
1676506585,0,1,1,25.15109375,48057,1012.2720001169962,8.14570134554729,16.2900641202433
1676506585,0,1,1,25.15421875,48277,1012.2791550641549,8.086085092900541,16.29022004370359
